id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,created_datetime,date,hour,day_of_week,month,week,police_station,junction_name,validation_status,center_code,is_named_junction,is_peak_hour,is_main_road_violation,is_large_vehicle
FKID004400,12.9773798,77.5707092,"Railway Station Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4323,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2024-01-30T21:08:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Chamarajpet,BTP048 - Shanthala Junction,REJECTED,27,True,False,True,False
FKID004401,12.9800122,77.5749252,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL4324,PASSENGER AUTO,WRONG PARKING; PARKING IN A MAIN ROAD,2024-03-28T21:30:46+00:00,2024-03-28,21,Thursday,2024-03,2024-W13,Upparpet,BTP057 - Anand Rao Junction,UNKNOWN,3,True,False,True,False
FKID004402,12.9434369,77.5680556,"Bugle Rock Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL4325,CAR,NO PARKING,2024-01-30T21:12:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Basavanagudi,No Junction,APPROVED,7,False,False,False,False
FKID004403,12.9704578,77.5463491,"6th Cross Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4326,SCOOTER,NO PARKING,2024-03-28T20:53:46+00:00,2024-03-28,20,Thursday,2024-03,2024-W13,Magadi Road,BTP020 - Hosahalli Metro Station,UNKNOWN,29,True,True,False,False
FKID004404,12.9502182,77.6999484,"SGR Dental College Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL4327,BUS (BMTC/KSRTC),PARKING OTHER THAN BUS STOP; WRONG PARKING,2024-01-30T21:12:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,HAL Old Airport,No Junction,REJECTED,13,False,False,True,True
FKID004405,12.9435748,77.5679652,"Bugle Rock Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL4328,CAR,NO PARKING,2024-01-30T21:11:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Basavanagudi,No Junction,APPROVED,7,False,False,False,False
FKID004406,12.9057675,77.5427407,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",FKN00GL4329,MOTOR CYCLE,NO PARKING,2024-01-26T06:51:46+00:00,2024-01-26,6,Friday,2024-01,2024-W04,K.S. Layout,No Junction,APPROVED,35,False,False,False,False
FKID004407,12.9802007,77.574814,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL4330,MOPED,WRONG PARKING; PARKING IN A MAIN ROAD,2024-03-28T21:43:46+00:00,2024-03-28,21,Thursday,2024-03,2024-W13,Upparpet,BTP057 - Anand Rao Junction,UNKNOWN,3,True,False,True,False
FKID004408,12.9773794,77.5707581,"Railway Station Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4331,PASSENGER AUTO,PARKING IN A MAIN ROAD; DOUBLE PARKING; WRONG PARKING; NO PARKING,2024-01-30T21:12:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Chamarajpet,BTP048 - Shanthala Junction,APPROVED,27,True,False,True,False
FKID004409,12.9770214,77.5707978,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4332,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2024-01-30T21:13:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Chamarajpet,BTP048 - Shanthala Junction,APPROVED,27,True,False,True,False
FKID004410,12.9991854,77.5487982,"2nd Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4333,MOPED,WRONG PARKING,2024-01-30T21:09:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Rajajinagar,BTP027 - Modi Bridge Junction,APPROVED,6,True,False,False,False
FKID004411,12.9772177,77.5708027,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4334,PASSENGER AUTO,WRONG PARKING; NO PARKING,2024-01-30T21:13:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Chamarajpet,BTP048 - Shanthala Junction,APPROVED,27,True,False,False,False
FKID004412,13.0087275,77.5544095,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4335,CAR,NO PARKING,2024-03-11T06:27:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",APPROVED,19,True,False,False,False
FKID004413,12.9854982,77.5530749,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4336,MOTOR CYCLE,NO PARKING,2024-03-11T06:20:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Rajajinagar,BTP061 - Bhashyam Circle,APPROVED,6,True,False,False,False
FKID004414,12.9645615,77.5735751,"BGS Flyover, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL4337,PASSENGER AUTO,WRONG PARKING,2024-03-10T23:31:46+00:00,2024-03-10,23,Sunday,2024-03,2024-W10,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",APPROVED,27,True,False,False,False
FKID004415,12.9536443,77.5428663,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL4338,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2024-03-15T07:30:46+00:00,2024-03-15,7,Friday,2024-03,2024-W11,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",APPROVED,26,True,False,True,False
FKID004416,13.0189362,77.5316948,"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",FKN00GL4339,PASSENGER AUTO,NO PARKING,2024-03-11T04:53:46+00:00,2024-03-11,4,Monday,2024-03,2024-W11,Rajajinagar,No Junction,APPROVED,6,False,False,False,False
FKID004417,12.9672141,77.574199,"AS Char Main Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL4340,SCOOTER,NO PARKING,2024-03-10T06:03:46+00:00,2024-03-10,6,Sunday,2024-03,2024-W10,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",UNKNOWN,27,True,False,False,False
FKID004418,12.9745057,77.5452192,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL4341,MOTOR CYCLE,WRONG PARKING,2024-03-28T22:12:46+00:00,2024-03-28,22,Thursday,2024-03,2024-W13,Vijayanagara,BTP020 - Hosahalli Metro Station,UNKNOWN,30,True,False,False,False
FKID004419,12.9958095,77.6680586,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL4342,SCOOTER,NO PARKING; DOUBLE PARKING,2024-01-31T06:28:46+00:00,2024-01-31,6,Wednesday,2024-01,2024-W05,Mahadevapura,No Junction,APPROVED,84,False,False,True,False
FKID004420,12.9810529,77.610272,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL4343,PASSENGER AUTO,WRONG PARKING; REFUSE TO GO FOR HIRE,2024-03-28T02:49:46+00:00,2024-03-28,2,Thursday,2024-03,2024-W13,Shivajinagar,BTP051 - Safina Plaza Junction,UNKNOWN,16,True,False,False,False
FKID004421,12.99594,77.6679285,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL4344,SCOOTER,DOUBLE PARKING; NO PARKING,2024-01-31T06:28:46+00:00,2024-01-31,6,Wednesday,2024-01,2024-W05,Mahadevapura,No Junction,APPROVED,84,False,False,True,False
FKID004422,13.0184013,77.5534166,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL4345,PASSENGER AUTO,WRONG PARKING; PARKING IN A MAIN ROAD,2024-01-30T19:31:46+00:00,2024-01-30,19,Tuesday,2024-01,2024-W05,Yeshwanthpura,No Junction,APPROVED,22,False,True,True,False
FKID004423,13.0090143,77.5629924,"18th Cross Road, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL4346,CAR,NO PARKING; PARKING IN A MAIN ROAD,2024-03-28T02:19:46+00:00,2024-03-28,2,Thursday,2024-03,2024-W13,Malleshwaram,No Junction,UNKNOWN,19,False,False,True,False
FKID004424,12.9775303,77.570765,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4347,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING; NO PARKING,2024-01-30T21:43:46+00:00,2024-01-30,21,Tuesday,2024-01,2024-W05,Chamarajpet,BTP048 - Shanthala Junction,APPROVED,27,True,False,True,False
FKID004425,12.9820573,77.6084721,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4348,SCOOTER,WRONG PARKING,2024-03-11T06:37:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID004426,12.9795586,77.6071462,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4349,SCOOTER,WRONG PARKING,2024-01-30T07:47:46+00:00,2024-01-30,7,Tuesday,2024-01,2024-W05,Shivajinagar,BTP051 - Safina Plaza Junction,REJECTED,16,True,False,False,False
FKID004427,12.9819484,77.6087923,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4350,SCOOTER,WRONG PARKING,2024-03-11T06:38:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID004428,13.040264,77.6241592,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",FKN00GL4351,PASSENGER AUTO,NO PARKING,2024-01-12T21:27:46+00:00,2024-01-12,21,Friday,2024-01,2024-W02,Hennuru,No Junction,APPROVED,81,False,False,False,False
FKID004429,12.9816747,77.6098201,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL4352,MOTOR CYCLE,WRONG PARKING,2024-03-11T06:47:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID004430,13.0449401,77.6268232,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4353,MOTOR CYCLE,NO PARKING,2023-12-14T08:31:46+00:00,2023-12-14,8,Thursday,2023-12,2023-W50,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID004431,13.0449401,77.6268232,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4354,SCOOTER,NO PARKING,2024-02-01T11:39:46+00:00,2024-02-01,11,Thursday,2024-02,2024-W05,Hennuru,No Junction,REJECTED,81,False,False,False,False
FKID004432,13.0449401,77.6268232,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4355,SCOOTER,NO PARKING,2024-02-01T11:39:46+00:00,2024-02-01,11,Thursday,2024-02,2024-W05,Hennuru,No Junction,REJECTED,81,False,False,False,False
FKID004433,13.044925,77.6266538,"Thanisandra Main Road, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4356,MOTOR CYCLE,DEFECTIVE NUMBER PLATE; NO PARKING,2023-12-14T08:31:46+00:00,2023-12-14,8,Thursday,2023-12,2023-W50,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID004434,13.0448402,77.6266816,"Thanisandra Main Road, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4357,MOTOR CYCLE,NO PARKING,2023-12-14T08:31:46+00:00,2023-12-14,8,Thursday,2023-12,2023-W50,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID004435,13.0454783,77.62735,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4358,SCOOTER,NO PARKING,2023-12-19T08:38:46+00:00,2023-12-19,8,Tuesday,2023-12,2023-W51,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID004436,13.045484,77.6273479,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4359,SCOOTER,NO PARKING,2023-12-19T08:38:46+00:00,2023-12-19,8,Tuesday,2023-12,2023-W51,Hennuru,No Junction,REJECTED,81,False,True,False,False
FKID004437,13.045484,77.6273479,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4360,SCOOTER,NO PARKING,2023-12-19T08:38:46+00:00,2023-12-19,8,Tuesday,2023-12,2023-W51,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID004438,13.045484,77.6273479,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4361,MOTOR CYCLE,NO PARKING,2023-12-25T20:34:46+00:00,2023-12-25,20,Monday,2023-12,2023-W52,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID004439,13.045484,77.6273479,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4362,SCOOTER,NO PARKING,2024-02-01T11:52:46+00:00,2024-02-01,11,Thursday,2024-02,2024-W05,Hennuru,No Junction,UNKNOWN,81,False,False,False,False
FKID004440,13.045484,77.6273479,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL4359,SCOOTER,NO PARKING,2024-02-01T11:52:46+00:00,2024-02-01,11,Thursday,2024-02,2024-W05,Hennuru,No Junction,REJECTED,81,False,False,False,False
FKID004441,13.0426705,77.5148069,"Dasarahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560057, India",FKN00GL4363,SCOOTER,WRONG PARKING; PARKING ON FOOTPATH,2024-01-30T22:50:46+00:00,2024-01-30,22,Tuesday,2024-01,2024-W05,Chikkabanavara,No Junction,APPROVED,86,False,False,True,False
FKID004442,12.9044476,77.5732826,"Konanakunte Main Road, Adarsh Nivas, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL4364,CAR,NO PARKING,2024-03-28T21:10:46+00:00,2024-03-28,21,Thursday,2024-03,2024-W13,J.P. Nagar,"BTP159 - JP Nagar Metro, ORR",UNKNOWN,88,True,False,False,False
FKID004443,13.0089123,77.5553194,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4365,SCOOTER,NO PARKING,2024-01-30T22:52:46+00:00,2024-01-30,22,Tuesday,2024-01,2024-W05,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID004444,13.0089123,77.5553194,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4366,SCOOTER,NO PARKING,2024-01-30T22:27:46+00:00,2024-01-30,22,Tuesday,2024-01,2024-W05,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID004445,12.98938,77.592685,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4367,CAR,NO PARKING,2023-11-28T00:51:46+00:00,2023-11-28,0,Tuesday,2023-11,2023-W48,High ground,No Junction,UNKNOWN,11,False,False,False,False
FKID004446,12.9772979,77.5707272,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL4369,PASSENGER AUTO,WRONG PARKING; NO PARKING; PARKING IN A MAIN ROAD,2024-01-30T23:22:46+00:00,2024-01-30,23,Tuesday,2024-01,2024-W05,Chamarajpet,BTP048 - Shanthala Junction,APPROVED,27,True,False,True,False
FKID004447,13.0084247,77.5710915,"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL4370,SCOOTER,WRONG PARKING,2024-01-30T23:09:46+00:00,2024-01-30,23,Tuesday,2024-01,2024-W05,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID004448,13.0029755,77.6352003,"Indian Oil Flyover, Muniga Layout, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560033 (India)",FKN00GL4371,SCOOTER,WRONG PARKING,2024-01-31T00:22:46+00:00,2024-01-31,0,Wednesday,2024-01,2024-W05,Banaswadi,No Junction,APPROVED,34,False,False,False,False
FKID004449,12.9998768,77.5496292,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4372,SCOOTER,WRONG PARKING,2024-01-31T01:11:46+00:00,2024-01-31,1,Wednesday,2024-01,2024-W05,Rajajinagar,BTP027 - Modi Bridge Junction,REJECTED,6,True,False,False,False
FKID004450,13.0009195,77.6771191,"MBT Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL4373,PASSENGER AUTO,NO PARKING,2024-01-31T00:44:46+00:00,2024-01-31,0,Wednesday,2024-01,2024-W05,K.R. Pura,No Junction,APPROVED,15,False,False,False,False
FKID004451,13.0132436,77.5542958,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL4374,PASSENGER AUTO,NO PARKING,2024-01-30T22:41:46+00:00,2024-01-30,22,Tuesday,2024-01,2024-W05,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID004452,13.1999178,77.7086282,"Terminal 1 Departure Road, Kempegowda International Airport Devanahalli, Bengaluru, Karnataka. Pin-560300 (India)",FKN00GL4375,CAR,PARKING IN A MAIN ROAD; WRONG PARKING,2024-01-31T01:32:46+00:00,2024-01-31,1,Wednesday,2024-01,2024-W05,Devanahalli Airport,No Junction,APPROVED,41,False,False,True,False
FKID004453,12.9991637,77.5484963,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4376,SCOOTER,WRONG PARKING,2024-01-31T01:51:46+00:00,2024-01-31,1,Wednesday,2024-01,2024-W05,Rajajinagar,BTP027 - Modi Bridge Junction,UNKNOWN,6,True,False,False,False
FKID004454,12.9649876,77.7186951,"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL4377,PASSENGER AUTO,WRONG PARKING,2024-01-30T23:12:46+00:00,2024-01-30,23,Tuesday,2024-01,2024-W05,Whitefield,No Junction,APPROVED,39,False,False,False,False
FKID004455,12.9717077,77.6580698,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",FKN00GL4378,MOTOR CYCLE,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; NO PARKING,2024-01-31T02:22:46+00:00,2024-01-31,2,Wednesday,2024-01,2024-W05,Jeevanbheemanagar,No Junction,APPROVED,4,False,False,True,False
FKID004456,12.9744741,77.5455998,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL4379,SCOOTER,NO PARKING,2024-01-31T03:12:46+00:00,2024-01-31,3,Wednesday,2024-01,2024-W05,Vijayanagara,BTP020 - Hosahalli Metro Station,APPROVED,30,True,False,False,False
FKID004457,12.9744741,77.5455998,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL4380,MOTOR CYCLE,NO PARKING,2024-01-31T02:55:46+00:00,2024-01-31,2,Wednesday,2024-01,2024-W05,Vijayanagara,BTP020 - Hosahalli Metro Station,APPROVED,30,True,False,False,False
FKID004458,12.9702925,77.6102762,"Magrath Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL4381,CAR,NO PARKING,2024-03-11T06:58:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Ashok Nagar,No Junction,REJECTED,8,False,False,False,False
FKID004459,12.9974673,77.5498124,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4382,SCOOTER,WRONG PARKING,2024-01-31T05:00:46+00:00,2024-01-31,5,Wednesday,2024-01,2024-W05,Vijayanagara,BTP027 - Modi Bridge Junction,REJECTED,30,True,False,False,False
FKID004460,12.9934709,77.5526458,"17th Main Road, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0041,MAXI-CAB,WRONG PARKING,2024-01-22T20:14:46+00:00,2024-01-22,20,Monday,2024-01,2024-W04,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",APPROVED,6,True,True,False,True
FKID004461,12.9520958,77.5772051,"Sajjan Rao Circle, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL4383,CAR,PARKING IN A MAIN ROAD; NO PARKING,2024-03-11T06:43:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,V.V.Puram (C.Pet),BTP106 - VV Puram College,UNKNOWN,24,True,False,True,False
FKID004462,12.9815307,77.5491911,"20th Main Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4384,CAR,WRONG PARKING,2024-03-11T06:30:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Magadi Road,"BTP024 - NPS, Vijayanagar",REJECTED,29,True,False,False,False
FKID004463,13.0064872,77.5789296,"13th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",FKN00GL4385,CAR,WRONG PARKING; NO PARKING,2024-01-31T06:36:46+00:00,2024-01-31,6,Wednesday,2024-01,2024-W05,Sadashivanagar,No Junction,APPROVED,10,False,False,False,False
FKID004464,13.07157,77.5881117,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL4386,MOTOR CYCLE,WRONG PARKING,2024-03-28T00:47:46+00:00,2024-03-28,0,Thursday,2024-03,2024-W13,Kodigehalli,No Junction,UNKNOWN,,False,False,False,False
FKID004465,12.9297437,77.6847158,"Outer Ring Road, Saffron Square, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL4387,CAR,NO PARKING,2024-01-17T00:24:46+00:00,2024-01-17,0,Wednesday,2024-01,2024-W03,HAL Old Airport,No Junction,APPROVED,13,False,False,False,False
FKID004466,12.9785459,77.5751384,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL4388,CAR,NO PARKING,2024-01-31T20:25:46+00:00,2024-01-31,20,Wednesday,2024-01,2024-W05,Upparpet,BTP057 - Anand Rao Junction,APPROVED,3,True,True,False,False
FKID004467,12.9824287,77.6076816,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4389,SCOOTER,WRONG PARKING,2024-03-11T06:37:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,REJECTED,16,True,False,False,False
FKID004468,12.9354933,77.60882,"2nd Main Road, Krishna Nagar Industrial Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL4390,MOTOR CYCLE,PARKING IN A MAIN ROAD; WRONG PARKING,2024-01-31T20:37:46+00:00,2024-01-31,20,Wednesday,2024-01,2024-W05,Adugodi,BTP136 - Hosur-Tavarkere Road Junction,APPROVED,5,True,True,True,False
FKID004469,12.9861573,77.5564288,"55th Cross Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL4391,SCOOTER,WRONG PARKING,2024-01-31T21:20:46+00:00,2024-01-31,21,Wednesday,2024-01,2024-W05,Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",REJECTED,6,True,False,False,False
FKID004470,13.050273,77.5932452,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL4392,CAR,NO PARKING,2024-03-28T10:49:46+00:00,2024-03-28,10,Thursday,2024-03,2024-W13,Hebbala,No Junction,UNKNOWN,18,False,True,False,False
FKID004471,12.9828285,77.6071665,"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4393,SCOOTER,WRONG PARKING,2024-03-11T06:00:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,UNKNOWN,16,True,False,False,False
FKID004472,12.9413842,77.5711451,"Sri DV Gundappa Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL4394,SCOOTER,WRONG PARKING,2024-03-11T06:44:46+00:00,2024-03-11,6,Monday,2024-03,2024-W11,Basavanagudi,BTP109 - Dewan Madhava Rao Junction,REJECTED,7,True,False,False,False
FKID004473,12.9843487,77.6026021,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL4395,CAR,PARKING IN A MAIN ROAD; WRONG PARKING,2024-03-11T07:12:46+00:00,2024-03-11,7,Monday,2024-03,2024-W11,Shivajinagar,BTP211 - Central Street Junction,REJECTED,16,True,False,True,False
FKID004474,12.9631113,77.576418,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL4396,CAR,WRONG PARKING,2024-02-01T16:33:46+00:00,2024-02-01,16,Thursday,2024-02,2024-W05,City Market,BTP082 - KR Market Junction,UNKNOWN,28,True,False,False,False
FKID004475,12.963085,77.5764333,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL4397,GOODS AUTO,WRONG PARKING,2024-02-01T16:34:46+00:00,2024-02-01,16,Thursday,2024-02,2024-W05,City Market,BTP082 - KR Market Junction,UNKNOWN,28,True,False,False,True
FKID004476,12.9630567,77.5764055,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL4398,CAR,WRONG PARKING,2024-02-01T16:35:46+00:00,2024-02-01,16,Thursday,2024-02,2024-W05,City Market,BTP082 - KR Market Junction,UNKNOWN,28,True,False,False,False
